iter	Logloss
216	0.5872391068
217	0.5870983244
218	0.5869640343
219	0.5868418404
220	0.5867391233
221	0.5866376662
222	0.5864699563
223	0.5863386508
224	0.5861365576
225	0.5860140774
226	0.5858149831
227	0.5856592969
228	0.585606561
229	0.5854944956
230	0.5852629664
231	0.5851779624
232	0.5850471318
233	0.5848873817
234	0.5847386668
235	0.5845246634
236	0.5844596733
237	0.5843152956
238	0.5842336959
239	0.5841774968
240	0.5840604609
241	0.5839108762
242	0.5837287707
243	0.5835416679
244	0.5833874093
245	0.5832415589
246	0.5830610866
247	0.5829795863
248	0.5828754329
249	0.5826312441
250	0.5825037994
251	0.5824453455
252	0.5823612326
253	0.582260345
254	0.5820699961
255	0.5819299749
256	0.5819025497
257	0.5817437182
258	0.5816757259
259	0.5815772139
260	0.5814546257
261	0.5812498846
262	0.5811917016
263	0.5810291372
264	0.580890438
265	0.5807780837
266	0.5806037404
267	0.5804696101
268	0.5803489193
269	0.5802639903
270	0.5801194854
271	0.5800032194
272	0.5799621019
273	0.5797885198
274	0.5796456198
275	0.5795674174
276	0.5793928755
277	0.5792575374
278	0.5791420975
279	0.57903637
280	0.5790054512
281	0.5788674435
282	0.578763649
283	0.5786025405
284	0.5784780126
285	0.5782938318
286	0.5781846502
287	0.578145949
288	0.5779964933
289	0.5779157177
290	0.5778091356
291	0.5777700176
292	0.5777236867
293	0.5776566463
294	0.5774188931
295	0.5773235687
296	0.5772437702
297	0.5771435885
298	0.5769861983
299	0.5769199973
300	0.5767970568
301	0.5766633121
302	0.5764952658
303	0.5763356568
304	0.5762076199
305	0.5760668402
306	0.5759540727
307	0.5758141938
308	0.5757346537
309	0.5757247348
310	0.5756597824
311	0.5755995241
312	0.5755392037
313	0.5754604026
314	0.5753001601
315	0.5751356438
316	0.5750632269
317	0.575000479
318	0.5749220291
319	0.5747202499
320	0.5746056237
321	0.5745212234
322	0.5743873583
323	0.5742986903
324	0.5741836863
325	0.5740789802
326	0.5738949755
327	0.5737815049
328	0.5736819046
329	0.5735938389
330	0.5734584048
331	0.5734035958
332	0.5733690913
333	0.5731729833
334	0.573063915
335	0.5729147363
336	0.5728224931
337	0.5726575769
338	0.5725769831
339	0.5724171373
340	0.57227897
341	0.5721587044
342	0.5720402191
343	0.5718927645
344	0.5717774746
345	0.5717566557
346	0.5717329382
347	0.5716389229
348	0.5715737588
349	0.5715115695
350	0.5714333783
351	0.5713231637
352	0.5712126257
353	0.5710069795
354	0.5709569171
355	0.5707583048
356	0.5705044871
357	0.5703518097
358	0.5702515502
359	0.5701558551
360	0.5700571695
361	0.5699760068
362	0.569918201
363	0.5698288155
364	0.5697785696
365	0.5697325565
366	0.5695920926
367	0.5694906228
368	0.5693166891
369	0.5692425405
370	0.5691896889
371	0.5691119997
372	0.5690404839
373	0.5688927109
374	0.5688129658
375	0.5687416269
376	0.5685774893
377	0.5684662942
378	0.5683545177
379	0.5680649469
380	0.5679525489
381	0.5678689193
382	0.567783392
383	0.5677486033
384	0.5676110814
385	0.5674873125
386	0.5673942886
387	0.5672391663
388	0.5671583761
389	0.56706802
390	0.5670058632
391	0.566839579
392	0.5667359226
393	0.5666263669
394	0.5665750096
395	0.5664818266
396	0.5664660324
397	0.5662993555
398	0.5661837034
399	0.566128229
400	0.5660037305
401	0.5658472488
402	0.5658110259
403	0.5657091045
404	0.5655510041
405	0.5654959476
406	0.5654497839
407	0.5652879196
408	0.5652041213
409	0.5650636918
410	0.5650180096
411	0.564936433
412	0.5648758939
413	0.5647498611
414	0.5646353373
415	0.5645585859
416	0.5644773323
417	0.5644398271
418	0.5643878101
419	0.5642447021
420	0.5641636858
421	0.5640924513
422	0.5640437856
423	0.5639722975
424	0.5639035671
425	0.5637888183
426	0.5635837949
427	0.5634719552
428	0.5634050467
429	0.5633072604
430	0.5632032912
431	0.5630919786
432	0.5630187752
433	0.5629087722
434	0.5627330775
435	0.5626118871
436	0.5625466602
437	0.5624955947
438	0.562309839
439	0.5621241194
440	0.5620077593
441	0.5619555081
442	0.561926844
443	0.5619094314
444	0.5618811284
445	0.561785037
446	0.5616128177
447	0.5614218863
448	0.5613576748
449	0.5613018562
450	0.5611858689
451	0.5611192851
452	0.5610619091
453	0.5610062262
454	0.5609159676
455	0.560730166
456	0.560647006
457	0.5605679947
458	0.5604539894
459	0.5603431774
460	0.5602458187
461	0.560176197
462	0.5601744606
463	0.5601117195
464	0.5599072215
465	0.559897534
466	0.5596854601
467	0.5595612348
468	0.5595049036
469	0.5593469937
470	0.5592859675
471	0.5592221074
472	0.5591797399
473	0.5590812065
474	0.5590433155
475	0.558978265
476	0.5588140965
477	0.5588014657
478	0.5586884098
479	0.5585844937
480	0.5584632208
481	0.5583615513
482	0.5582408015
483	0.5580620416
484	0.5579716317
485	0.557934843
486	0.5578895979
487	0.5577803631
488	0.5576838973
489	0.5575539391
490	0.5574393458
491	0.5573749959
492	0.5572945335
493	0.5572230206
494	0.5571299806
495	0.5570595862
496	0.5569960019
497	0.5569483584
498	0.556918777
499	0.5568628487
500	0.556825107
501	0.5566492471
502	0.5566378507
503	0.5565206279
504	0.5564965816
505	0.556417381
506	0.5562850406
507	0.5561805835
508	0.5560427478
509	0.5559718352
510	0.5558983735
511	0.5557845748
512	0.5557194443
513	0.5556740905
514	0.5556662564
515	0.5556170171
516	0.5554982601
517	0.5553824468
518	0.5553170428
519	0.555260598
520	0.5551471948
521	0.5551423777
522	0.5550582196
523	0.5549471808
524	0.554904006
525	0.5548896839
526	0.5548292807
527	0.5547653306
528	0.5546663201
529	0.5545626031
530	0.5545151123
531	0.554462009
532	0.5544273626
533	0.5543749978
534	0.5543309288
535	0.5542800231
536	0.5541868644
537	0.554080464
538	0.5539624444
539	0.5538784442
540	0.553859715
541	0.5537811433
542	0.553633662
543	0.553569285
544	0.5534159771
545	0.5533255756
546	0.5532583836
547	0.5532244486
548	0.5530760448
549	0.5530168551
550	0.5529200914
551	0.5527938937
552	0.5527179992
553	0.5526325846
554	0.5525056949
555	0.5524216346
556	0.5523730221
557	0.5523029342
558	0.5520947505
559	0.5520473459
560	0.5520461456
561	0.5520132234
562	0.5519047965
563	0.5518280815
564	0.5517437747
565	0.5516414341
566	0.55157573
567	0.5514611196
568	0.5513443259
569	0.5512563124
570	0.5511717572
571	0.551106458
572	0.5510249702
573	0.5509918498
574	0.550870197
575	0.5508031975
576	0.5507235308
577	0.5505845691
578	0.5504965488
579	0.5504650409
580	0.5503830087
581	0.5502739088
582	0.5501806536
583	0.5500588333
584	0.550019729
585	0.5498877483
586	0.5498227223
587	0.5497787197
588	0.5497204396
589	0.549667731
590	0.5495808113
591	0.5494943995
592	0.5494444539
593	0.5493935187
594	0.5493269069
595	0.5492301769
596	0.5491988493
597	0.5490882652
598	0.5489949272
599	0.548851213
600	0.5488045675
601	0.5486926119
602	0.54863651
603	0.5485389411
604	0.5484953087
605	0.5483453483
606	0.5483133401
607	0.5482083491
608	0.5480774821
609	0.5480614571
610	0.5479149252
611	0.5478831032
612	0.5478001216
613	0.5477093432
614	0.5476472008
615	0.5476141813
616	0.547530155
617	0.5474003943
618	0.5471883623
619	0.5471058221
620	0.54701983
621	0.5469304056
622	0.546855816
623	0.5468018851
624	0.5467173511
625	0.5466186291
626	0.5465269498
627	0.5463670331
628	0.5462596686
629	0.5461410628
630	0.5460521067
631	0.5459573871
632	0.5458465555
633	0.5457684192
634	0.5456848478
635	0.5455180947
636	0.5454142394
637	0.5453423534
638	0.5452515773
639	0.5451803914
640	0.5451409903
641	0.5450573135
642	0.5449451813
643	0.5448496704
644	0.5447952652
645	0.544751201
646	0.5446573715
647	0.5445957374
648	0.5445675938
649	0.5445057076
650	0.5444308176
651	0.544304809
652	0.5442613272
653	0.5441747621
654	0.5440654315
655	0.5439147892
656	0.5438676281
657	0.5438353272
658	0.5437973149
659	0.5437393728
660	0.5436896382
661	0.5436296835
662	0.5435673369
663	0.5434585973
664	0.5433304811
665	0.543258987
666	0.5432344484
667	0.5431783938
668	0.5431475381
669	0.5429656198
670	0.54291107
671	0.5428466723
672	0.5428127122
673	0.5427373929
674	0.5426527219
675	0.5425685617
676	0.5424576044
677	0.5424175776
678	0.5423715572
679	0.542282297
680	0.5422326468
681	0.542193517
682	0.542124943
683	0.5419941015
684	0.5419313437
685	0.541801504
686	0.5416906928
687	0.5416409498
688	0.5415790277
689	0.5415415301
690	0.5414329506
691	0.5412854682
692	0.5412139439
693	0.5411506134
694	0.5411308407
695	0.5410636824
696	0.5410014204
697	0.5409458696
698	0.5408979249
699	0.540806805
700	0.5407333347
701	0.5406483392
702	0.540590233
703	0.5405429661
704	0.5404680015
705	0.5404067632
706	0.5403466394
707	0.5402055494
708	0.5401954977
709	0.5401182558
710	0.5400998947
711	0.5400612501
712	0.5399738424
713	0.5399162049
714	0.5398953304
715	0.5398372146
716	0.5397744052
717	0.5396518392
718	0.5395855974
719	0.5395662992
720	0.5395229477
721	0.5394159179
722	0.5392879077
723	0.5392423668
724	0.53922821
725	0.5391785022
726	0.539064997
727	0.5390398482
728	0.5389664539
729	0.5388956224
730	0.5388355086
731	0.5388034671
732	0.5387549458
733	0.5387034306
734	0.5386999516
735	0.5386975278
736	0.5386485881
737	0.5385566726
738	0.5385422691
739	0.5384907917
740	0.5384152898
741	0.53833757
742	0.5382929857
743	0.5382435224
744	0.5382100392
745	0.5381413059
746	0.5380517474
747	0.5379441415
748	0.5378581008
749	0.5377613295
750	0.537679049
751	0.5375695625
752	0.5375293277
753	0.5374902945
754	0.5374084722
755	0.5373459312
756	0.5372877608
757	0.5372801501
758	0.5372367134
759	0.5371610035
760	0.5370440676
761	0.5370222362
762	0.5369637845
763	0.536878151
764	0.5368624149
765	0.5366218045
766	0.5365791356
767	0.5365020935
768	0.5364163119
769	0.5363770731
770	0.5363028618
771	0.5361863992
772	0.5361282816
773	0.5360333172
774	0.5359404451
775	0.5358892367
776	0.5358239491
777	0.535766171
778	0.5357390526
779	0.535654244
780	0.5355557226
781	0.5355312681
782	0.5355203492
783	0.5354115011
784	0.5353759058
785	0.5352597876
786	0.5352130541
787	0.5351454406
788	0.535116043
789	0.5350773807
790	0.5350222897
791	0.5349918918
792	0.5349528395
793	0.5348276907
794	0.5347952916
795	0.5347321922
796	0.5347113901
797	0.5345973383
798	0.5345408484
799	0.5345278514
800	0.5344152074
801	0.5343807001
802	0.5342995356
803	0.5342475782
804	0.5341560344
805	0.5340886967
806	0.5340664567
807	0.5340133682
808	0.5339522527
809	0.5338818445
810	0.5338385974
811	0.5337961205
812	0.5336801063
813	0.5336498772
814	0.5335863048
815	0.5335247307
816	0.5334610736
817	0.5333739521
818	0.5332482769
819	0.5331322778
820	0.5330160723
821	0.53297322
822	0.5329561569
823	0.5329384868
824	0.532875435
825	0.532841312
826	0.5327572756
827	0.5326781195
828	0.5325556249
829	0.5325026848
830	0.5324309823
831	0.5323626997
832	0.5322917364
833	0.5322268449
834	0.5321963325
835	0.5321303435
836	0.5319938408
837	0.5318762926
838	0.5318176021
839	0.531780716
840	0.5316694632
841	0.5316286919
842	0.5315846844
843	0.5314973713
844	0.5314246654
845	0.5313775734
846	0.5313585279
847	0.5312764252
848	0.5312204823
849	0.5311931144
850	0.5309996595
851	0.5309633443
852	0.5308708418
853	0.5307945104
854	0.5307913061
855	0.5306918498
856	0.5306287485
857	0.5305756383
858	0.5304636704
859	0.5304345761
860	0.530364089
861	0.5302734744
862	0.5302154588
863	0.5301649484
864	0.5301145853
865	0.5300610978
866	0.5300253255
867	0.5299847071
868	0.5299538867
869	0.5299043753
870	0.5298074737
871	0.5297306818
872	0.5296384012
873	0.5295382211
874	0.5294416754
875	0.5293628118
876	0.5293191606
877	0.5292984732
878	0.529218111
879	0.5290740812
880	0.5290288645
881	0.5289581099
882	0.5289316597
883	0.5288076755
884	0.5287677242
885	0.5287584834
886	0.5286689494
887	0.52854921
888	0.5284700877
889	0.5284453422
890	0.5283288559
891	0.5281576175
892	0.5280039246
893	0.5279379724
894	0.5278554259
895	0.5276888436
896	0.5276532866
897	0.5275954898
898	0.527507041
899	0.5274527118
900	0.5273811132
901	0.5272728848
902	0.5271753488
903	0.5271388517
904	0.5270494365
905	0.5269825494
906	0.5269195931
907	0.5268357946
908	0.5267337234
909	0.5267000397
910	0.5266370351
911	0.5265940416
912	0.5265308363
913	0.5265007327
914	0.5264390494
915	0.5263754358
916	0.526347285
917	0.5262584896
918	0.5262192258
919	0.5261561286
920	0.5260754376
921	0.5259740867
922	0.5259094198
923	0.5257775635
924	0.5257394075
925	0.5256103704
926	0.5254519419
927	0.5254313647
928	0.525367351
929	0.5253635773
930	0.5252865352
931	0.5252238978
932	0.5251028109
933	0.5249883737
934	0.5249536976
935	0.5248769087
936	0.5247668856
937	0.5246831017
938	0.5246815692
939	0.5246521239
940	0.5245691236
941	0.524486252
942	0.524380356
943	0.5243385142
944	0.5241854165
945	0.5240741372
946	0.5239983775
947	0.5239358039
948	0.5238975758
949	0.5238507082
950	0.5238081631
951	0.523743486
952	0.5236498362
953	0.5236274369
954	0.5235509795
955	0.523475851
956	0.5233383037
957	0.5232006795
958	0.5231464989
959	0.5231013814
960	0.5230426957
961	0.5229517114
962	0.5229137413
963	0.5228483312
964	0.5228232168
965	0.5227541886
966	0.5227210212
967	0.5226722946
968	0.5226210082
969	0.522487024
970	0.5224318673
971	0.522365956
972	0.5223439737
973	0.5222824562
974	0.5221923209
975	0.5221335996
976	0.5220813654
977	0.5219937282
978	0.5219493753
979	0.5219065466
980	0.5218733315
981	0.5217966666
982	0.5217528629
983	0.521671306
984	0.5215439407
985	0.5214930704
986	0.5214141108
987	0.5213453881
988	0.5212822854
989	0.5212072771
990	0.5210556059
991	0.5209902564
992	0.5209243844
993	0.52084866
994	0.5206887342
995	0.520615674
996	0.5205649986
997	0.5205292038
998	0.5204264379
999	0.5203738578
1000	0.5203077363
1001	0.520239002
1002	0.5201614742
1003	0.5200866732
1004	0.5200788081
1005	0.519993884
1006	0.5199173285
1007	0.519865958
1008	0.5197442434
1009	0.5197290595
1010	0.5196425386
1011	0.5195642588
1012	0.5195066664
1013	0.5194543316
1014	0.5193913967
1015	0.5193055532
1016	0.5192590896
1017	0.5192011468
1018	0.5191679672
1019	0.5191456966
1020	0.5191446423
1021	0.5190950721
1022	0.5190346759
1023	0.518929706
1024	0.5188630887
1025	0.5188001932
1026	0.518789517
1027	0.5186965565
1028	0.5186513425
1029	0.5185677765
1030	0.518522065
1031	0.5184576276
1032	0.5183742527
1033	0.5182837347
1034	0.5182379772
1035	0.5182109106
1036	0.518125536
1037	0.518091382
1038	0.5180128379
1039	0.5179031546
1040	0.5177835106
1041	0.5176896621
1042	0.517622443
1043	0.5175755879
1044	0.517473817
1045	0.5174023549
1046	0.5173368626
1047	0.5172391513
1048	0.5171824522
1049	0.5171189882
1050	0.5170875023
1051	0.5169958445
1052	0.5169856721
1053	0.5169370172
1054	0.516863978
1055	0.5168045196
1056	0.5167285751
1057	0.5166837778
1058	0.5165963181
1059	0.5165792905
1060	0.5165626521
1061	0.5165044179
1062	0.5164245138
1063	0.5163359147
1064	0.5162792583
1065	0.5162710867
1066	0.5162281657
1067	0.5161897954
1068	0.5161188624
1069	0.5160734026
1070	0.5160083352
1071	0.5159093943
1072	0.5158034095
1073	0.5157422009
1074	0.5156555987
1075	0.5156132155
1076	0.5155281808
1077	0.5154567397
1078	0.5154385384
1079	0.5154270731
1080	0.5153749042
1081	0.5153316481
1082	0.5152370523
1083	0.5152351791
1084	0.5152060972
1085	0.5151676112
1086	0.5151284712
1087	0.5151032784
1088	0.5150271238
1089	0.5149638143
1090	0.5149143696
1091	0.5148098343
1092	0.5147115158
1093	0.5145947356
1094	0.5145375622
1095	0.5144931561
1096	0.5144334577
1097	0.5142919788
1098	0.5142429149
1099	0.5140743167
1100	0.5140302612
1101	0.5139263979
1102	0.5139011013
1103	0.5137445672
1104	0.5136521736
1105	0.5135699271
1106	0.5135657352
1107	0.5134926977
1108	0.5134622014
1109	0.5133713965
1110	0.5133482323
1111	0.5132832496
1112	0.5132423644
1113	0.5131981764
1114	0.5131727832
1115	0.5130878777
1116	0.5130432069
1117	0.5130128566
1118	0.5129761581
1119	0.5129037903
1120	0.5128652101
1121	0.5128410364
1122	0.5127550143
1123	0.512723584
1124	0.5126345014
1125	0.5125670956
1126	0.512429386
1127	0.5123954932
1128	0.5123503787
1129	0.512260287
1130	0.5121978523
1131	0.5121366765
1132	0.5121137194
1133	0.5120562261
1134	0.5119940484
1135	0.5119267151
1136	0.5118483991
1137	0.511822286
1138	0.5117939652
1139	0.5117091357
1140	0.511633016
1141	0.5115477807
1142	0.5115279012
1143	0.5114390183
1144	0.5113743053
1145	0.5112853408
1146	0.5111590498
1147	0.511087219
1148	0.5109884313
1149	0.5109582743
1150	0.5108738008
1151	0.5107770099
1152	0.5107151604
1153	0.5105648497
1154	0.5105436719
1155	0.5105087163
1156	0.5104393539
1157	0.5104171277
1158	0.5103684942
1159	0.5102965316
1160	0.5102809576
1161	0.5102060729
1162	0.5101806055
1163	0.5101286018
1164	0.5100616729
1165	0.510011719
1166	0.5099696731
1167	0.5099310972
1168	0.5098736658
1169	0.5097961831
1170	0.5096986074
1171	0.5096625278
1172	0.5096416684
1173	0.5095345373
1174	0.5094940213
1175	0.509419716
1176	0.5094160993
1177	0.5093843749
1178	0.5093408727
1179	0.5092691652
1180	0.5092374948
1181	0.5091893078
1182	0.5091127297
1183	0.5090865485
1184	0.5089274097
1185	0.508918425
1186	0.5088783279
1187	0.5087970021
1188	0.5086938254
1189	0.5086602636
1190	0.5085858221
1191	0.5085189456
1192	0.5084733728
1193	0.508384534
1194	0.5083062124
1195	0.5082122245
1196	0.5081830558
1197	0.5080971162
1198	0.5080282318
1199	0.5079743685
1200	0.5079212784
1201	0.5078146704
1202	0.5077112792
1203	0.5076593421
1204	0.5076031034
1205	0.5075523892
1206	0.5075190549
1207	0.5074763366
1208	0.5074268087
1209	0.5073283876
1210	0.5073152196
1211	0.507236265
1212	0.507043881
1213	0.5069707233
1214	0.5069607485
1215	0.5069262694
1216	0.5068757522
1217	0.5068185262
1218	0.5067812805
1219	0.5067465561
1220	0.5066875003
1221	0.5066393215
1222	0.506583568
1223	0.5065405174
1224	0.5064811243
1225	0.5063766258
1226	0.5063135589
1227	0.5062740375
1228	0.506226299
1229	0.5060746391
1230	0.5060715925
1231	0.5060292119
1232	0.5059706218
1233	0.5059045126
1234	0.5058583825
1235	0.505807169
1236	0.5057313912
1237	0.5056851801
1238	0.5056163981
1239	0.5055237127
1240	0.5054818652
1241	0.5053993647
1242	0.5053832399
1243	0.5053321263
1244	0.5052662314
1245	0.5051730246
1246	0.5051539154
1247	0.5051006492
1248	0.5050476204
1249	0.5049726754
1250	0.5048373136
1251	0.5048073507
1252	0.5047163287
1253	0.5046457493
1254	0.5046065547
1255	0.5045392936
1256	0.5044546954
1257	0.5043833441
1258	0.5043724387
1259	0.504326855
1260	0.5042801961
1261	0.5041890587
1262	0.5040801922
1263	0.5039488201
1264	0.5038743669
1265	0.5038499885
1266	0.5037195145
1267	0.503644761
1268	0.5035766604
1269	0.5035297161
1270	0.5035134327
1271	0.5034578858
1272	0.503390519
1273	0.5033077661
1274	0.503251022
1275	0.5031703041
1276	0.5031176816
1277	0.5030147342
1278	0.5029767192
1279	0.5029324847
1280	0.5028797549
1281	0.5027937249
1282	0.5026692977
1283	0.5026178579
1284	0.5026072514
1285	0.5025400462
1286	0.5025005903
1287	0.5024846306
1288	0.5024257015
1289	0.5023706745
1290	0.5023553964
1291	0.5023421213
1292	0.5023147524
1293	0.5022242008
1294	0.5021581736
1295	0.5021015968
1296	0.5020636865
1297	0.5020173161
1298	0.501946823
1299	0.5018717562
1300	0.5017573381
1301	0.5017380209
1302	0.5017201717
1303	0.5016910176
1304	0.5015599453
1305	0.501537938
1306	0.5014426247
1307	0.5013586779
1308	0.5012671717
1309	0.5012096685
1310	0.5011683276
1311	0.5011012072
1312	0.5010479182
1313	0.5009792996
1314	0.5009352153
1315	0.5008825505
1316	0.5008018557
1317	0.5007402056
1318	0.5005861882
1319	0.5005540227
1320	0.5004964993
1321	0.5004140298
1322	0.5003664848
1323	0.5002846331
1324	0.5002395322
1325	0.5002124605
1326	0.5000861553
1327	0.4999535093
1328	0.4999069432
1329	0.4998157356
1330	0.4997304424
1331	0.4996567891
1332	0.499630122
1333	0.4995981368
1334	0.4995008752
1335	0.4994621536
1336	0.4993761777
1337	0.4993133589
1338	0.4992255128
1339	0.4992016651
1340	0.4991319721
1341	0.4990661653
1342	0.4990332821
1343	0.4989872661
1344	0.4989208944
1345	0.4989012982
1346	0.4988217487
1347	0.4987524346
1348	0.498678366
1349	0.4986297222
1350	0.4985583518
1351	0.4985302575
1352	0.4985157838
1353	0.4984771663
1354	0.4983512995
1355	0.4983114064
1356	0.4982237957
1357	0.498204317
1358	0.4981656028
1359	0.4981272546
1360	0.4981226766
1361	0.498072924
1362	0.4980308128
1363	0.4979858509
1364	0.4979009897
1365	0.4978305878
1366	0.497703744
1367	0.4976667774
1368	0.4976514015
1369	0.4976047227
1370	0.4974809742
1371	0.4974548238
1372	0.4973506072
1373	0.4973328417
1374	0.4973102108
1375	0.4972954174
1376	0.4972559426
1377	0.497200708
1378	0.4970705123
1379	0.4970482926
1380	0.4970147336
1381	0.4969693078
1382	0.4969315661
1383	0.4969234367
1384	0.4969026395
1385	0.4968771642
1386	0.4968258445
1387	0.4967833678
1388	0.4967070116
1389	0.4966518588
1390	0.4966191816
1391	0.4965785193
1392	0.4965308327
1393	0.4964423775
1394	0.4963957415
1395	0.4963583938
1396	0.4962331342
1397	0.4961750344
1398	0.4961608091
1399	0.4961263867
1400	0.4960885688
1401	0.4959872177
1402	0.4959807148
1403	0.495881745
1404	0.4958153512
1405	0.4956836269
1406	0.4956450349
1407	0.495611084
1408	0.4955592297
1409	0.4954756987
1410	0.4954446105
1411	0.4954166425
1412	0.4953597259
1413	0.4953097761
1414	0.4952588865
1415	0.4952253381
1416	0.4951175145
1417	0.4950560043
1418	0.495022379
1419	0.4949672044
1420	0.4948728149
1421	0.494822887
1422	0.4947484014
1423	0.4947069432
1424	0.4946904505
1425	0.4946383431
1426	0.4946083745
1427	0.4944960346
1428	0.4944605016
1429	0.4944387476
1430	0.4943193245
1431	0.4943045732
1432	0.4942359346
1433	0.4941582167
1434	0.4940975193
1435	0.4940598025
1436	0.4939591433
1437	0.4939184702
1438	0.4938536215
1439	0.493785914
1440	0.493731781
1441	0.4936369424
1442	0.4936044151
1443	0.493582786
1444	0.4935160974
1445	0.4934901595
1446	0.4934379544
1447	0.4934024903
1448	0.4933452195
1449	0.4932873279
1450	0.4932003255
1451	0.4931357031
1452	0.4931228271
1453	0.4930775148
1454	0.4930552499
1455	0.4930453547
1456	0.4929549123
1457	0.4928739446
1458	0.4927846169
1459	0.4927328973
1460	0.4926795437
1461	0.4926135727
1462	0.4925842365
1463	0.4925417047
1464	0.4924659526
1465	0.4923582451
1466	0.4923164271
1467	0.4922811658
1468	0.492220432
1469	0.492151313
1470	0.4921198743
1471	0.4920101931
1472	0.4919747144
1473	0.4919327409
1474	0.4919029417
1475	0.4918270126
1476	0.4917682894
1477	0.491689079
1478	0.4915449306
1479	0.4914823329
1480	0.4914569924
1481	0.4913467147
1482	0.4912707362
1483	0.4912024553
1484	0.4911472826
1485	0.4910745929
1486	0.4910692727
1487	0.4909170784
1488	0.4908815867
1489	0.4908366182
1490	0.4908010693
1491	0.4907655687
1492	0.4907539835
1493	0.4907042031
1494	0.4906447052
1495	0.4905703521
1496	0.4904698108
1497	0.4904265008
1498	0.4903940496
1499	0.4903089809
